chapter,chapter_description,block,block_description,code,code_description
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59,Problems related to housing and economic circumstances
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59.0,Homelessness
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59.1,Inadequate housing
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59.2,"Discord with neighbours, lodgers and landlord"
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59.3,Problems related to living in residential institution
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59.4,Lack of adequate food
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59.5,Extreme poverty
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59.6,Low income
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59.7,Insufficient social insurance and welfare support
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59.8,Other problems related to housing and economic circumstances
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59.9,"Problem related to housing and economic circumstances, unspecified"
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z60,Problems related to social environment
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z60.0,Problems of adjustment to life-cycle transitions
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z60.1,Atypical parenting situation
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z60.2,Living alone
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z60.3,Acculturation difficulty
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z60.4,Social exclusion and rejection
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z60.5,Target of perceived adverse discrimination and persecution
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z60.8,Other problems related to social environment
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z60.9,"Problem related to social environment, unspecified"
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z61,Problems related to negative life events in childhood
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z61.0,Loss of love relationship in childhood
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z61.1,Removal from home in childhood
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z61.2,Altered pattern of family relationships in childhood
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z61.3,Events resulting in loss of self-esteem in childhood
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z61.4,Problems related to alleged sexual abuse of child by person within primary support group
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z61.5,Problems related to alleged sexual abuse of child by person outside primary support group
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z61.6,Problems related to alleged physical abuse of child
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z61.7,Personal frightening experience in childhood
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z61.8,Other negative life events in childhood
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z61.9,"Negative life event in childhood, unspecified"
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z62,Other problems related to upbringing
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z62.0,Inadequate parental supervision and control
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z62.1,Parental overprotection
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z62.2,Institutional upbringing
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z62.3,Hostility towards and scapegoating of child
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z62.4,Emotional neglect of child
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z62.5,Other problems related to neglect in upbringing
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z62.6,Inappropriate parental pressure and other abnormal qualities of upbringing
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z62.8,Other specified problems related to upbringing
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z62.9,"Problem related to upbringing, unspecified"
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63,"Other problems related to primary support group, including family circumstances"
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63.0,Problems in relationship with spouse or partner
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63.1,Problems in relationship with parents and in-laws
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63.2,Inadequate family support
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63.3,Absence of family member
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63.4,Disappearance and death of family member
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63.5,Disruption of family by separation and divorce
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63.6,Dependent relative needing care at home
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63.7,Other stressful life events affecting family and household
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63.8,Other specified problems related to primary support group
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63.9,"Problem related to primary support group, unspecified"
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z64,Problems related to certain psychosocial circumstances
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z64.0,Problems related to unwanted pregnancy
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z64.1,Problems related to multiparity
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z64.2,"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful"
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z64.3,Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z64.4,Discord with counsellors
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z65,Problems related to other psychosocial circumstances
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z65.0,Conviction in civil and criminal proceedings without imprisonment
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z65.1,Imprisonment and other incarceration
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z65.2,Problems related to release from prison
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z65.3,Problems related to other legal circumstances
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z65.4,Victim of crime and terrorism
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z65.5,"Exposure to disaster, war and other hostilities"
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z65.8,Other specified problems related to psychosocial circumstances
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z65.9,Problem related to unspecified psychosocial circumstances
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z70,"Counselling related to sexual attitude, behaviour and orientation"
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z70.0,Counselling related to sexual attitude
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z70.1,Counselling related to patient's sexual behaviour and orientation
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z70.2,Counselling related to sexual behaviour and orientation of third party
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z70.3,"Counselling related to combined concerns regarding sexual attitude, behaviour and orientation"
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z70.8,Other sex counselling
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z70.9,"Sex counselling, unspecified"
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z71,"Persons encountering health services for other counselling and medical advice, not elsewhere classified"
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z71.0,Person consulting on behalf of another person
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z71.1,Person with feared complaint in whom no diagnosis is made
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z71.2,Person consulting for explanation of investigation findings
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z71.3,Dietary counselling and surveillance
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z71.4,Alcohol abuse counselling and surveillance
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z71.5,Drug abuse counselling and surveillance
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z71.6,Tobacco abuse counselling
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z71.7,Human immunodeficiency virus [HIV] counselling
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z71.8,Other specified counselling
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z71.9,"Counselling, unspecified"
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z72,Problems related to lifestyle
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z72.0,Tobacco use
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z72.1,Alcohol use
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z72.2,Drug use
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z72.3,Lack of physical exercise
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z72.4,Inappropriate diet and eating habits
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z72.5,High-risk sexual behaviour
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z72.6,Gambling and betting
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z72.8,Other problems related to lifestyle
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z72.9,"Problem related to lifestyle, unspecified"
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z73,Problems related to life-management difficulty
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z73.0,Burn-out
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z73.1,Accentuation of personality traits
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z73.2,Lack of relaxation and leisure
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z73.3,"Stress, not elsewhere classified"
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z73.4,"Inadequate social skills, not elsewhere classified"
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z73.5,"Social role conflict, not elsewhere classified"
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z73.6,Limitation of activities due to disability
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z73.8,Other problems related to life-management difficulty
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z73.9,"Problem related to life-management difficulty, unspecified"
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z74,Problems related to care-provider dependency
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z74.0,Need for assistance due to reduced mobility
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z74.1,Need for assistance with personal care
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z74.2,Need for assistance at home and no other household member able to render care
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z74.3,Need for continuous supervision
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z74.8,Other problems related to care-provider dependency
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z74.9,"Problem related to care-provider dependency, unspecified"
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z75,Problems related to medical facilities and other health care
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z75.0,Medical services not available in home
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z75.1,Person awaiting admission to adequate facility elsewhere
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z75.2,Other waiting period for investigation and treatment
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z75.3,Unavailability and inaccessibility of health-care facilities
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z75.4,Unavailability and inaccessibility of other helping agencies
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z75.5,Holiday relief care
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z75.8,Other problems related to medical facilities and other health care
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z75.9,Unspecified problem related to medical facilities and other health care
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z76,Persons encountering health services in other circumstances
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z76.0,Issue of repeat prescription
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z76.1,Health supervision and care of foundling
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z76.2,Health supervision and care of other healthy infant and child
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z76.3,Healthy person accompanying sick person
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z76.4,Other boarder in health-care facility
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z76.5,Malingerer [conscious simulation]
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z76.8,Persons encountering health services in other specified circumstances
XXI,Factors influencing health status and contact with health services,Z70-Z76,Persons encountering health services in other circumstances,Z76.9,Person encountering health services in unspecified circumstances
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80,Family history of malignant neoplasm
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80.0,Family history of malignant neoplasm of digestive organs
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80.1,"Family history of malignant neoplasm of trachea, bronchus and lung"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80.2,Family history of malignant neoplasm of other respiratory and intrathoracic organs
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80.3,Family history of malignant neoplasm of breast
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80.4,Family history of malignant neoplasm of genital organs
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80.5,Family history of malignant neoplasm of urinary tract
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80.6,Family history of leukaemia
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80.7,"Family history of other malignant neoplasms of lymphoid, haematopoietic and related tissues"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80.8,Family history of malignant neoplasm of other organs or systems
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80.9,"Family history of malignant neoplasm, unspecified"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z81,Family history of mental and behavioural disorders
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z81.0,Family history of mental retardation
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z81.1,Family history of alcohol abuse
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z81.2,Family history of tobacco abuse
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z81.3,Family history of other psychoactive substance abuse
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z81.4,Family history of other substance abuse
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z81.8,Family history of other mental and behavioural disorders
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z82,Family history of certain disabilities and chronic diseases leading to disablement
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z82.0,Family history of epilepsy and other diseases of the nervous system
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z82.1,Family history of blindness and visual loss
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z82.2,Family history of deafness and hearing loss
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z82.3,Family history of stroke
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z82.4,Family history of ischaemic heart disease and other diseases of the circulatory system
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z82.5,Family history of asthma and other chronic lower respiratory diseases
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z82.6,Family history of arthritis and other diseases of the musculoskeletal system and connective tissue
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z82.7,"Family history of congenital malformations, deformations and chromosomal abnormalities"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z82.8,"Family history of other disabilities and chronic diseases leading to disablement, not elsewhere classified"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z83,Family history of other specific disorders
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z83.0,Family history of human immunodeficiency virus [HIV] disease
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z83.1,Family history of other infectious and parasitic diseases
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z83.2,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z83.3,Family history of diabetes mellitus
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z83.4,"Family history of other endocrine, nutritional and metabolic diseases"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z83.5,Family history of eye and ear disorders
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z83.6,Family history of diseases of the respiratory system
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z83.7,Family history of diseases of the digestive system
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z84,Family history of other conditions
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z84.0,Family history of diseases of the skin and subcutaneous tissue
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z84.1,Family history of disorders of kidney and ureter
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z84.2,Family history of other diseases of the genitourinary system
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z84.3,Family history of consanguinity
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z84.8,Family history of other specified conditions
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85,Personal history of malignant neoplasm
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85.0,Personal history of malignant neoplasm of digestive organs
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85.1,"Personal history of malignant neoplasm of trachea, bronchus and lung"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85.2,Personal history of malignant neoplasm of other respiratory and intrathoracic organs
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85.3,Personal history of malignant neoplasm of breast
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85.4,Personal history of malignant neoplasm of genital organs
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85.5,Personal history of malignant neoplasm of urinary tract
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85.6,Personal history of leukaemia
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85.7,"Personal history of other malignant neoplasms of lymphoid, haematopoietic and related tissues"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85.8,Personal history of malignant neoplasms of other organs and systems
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85.9,"Personal history of malignant neoplasm, unspecified"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z86,Personal history of certain other diseases
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z86.0,Personal history of other neoplasms
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z86.1,Personal history of infectious and parasitic diseases
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z86.2,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z86.3,"Personal history of endocrine, nutritional and metabolic diseases"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z86.4,Personal history of psychoactive substance abuse
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z86.5,Personal history of other mental and behavioural disorders
